verse,line,category,source,text
29,15,Commentary,"Tur HaArokh, Deuteronomy 29:15:1","כי אתם וגו', “For you know, etc.” Moses reminds the people of the advantages of remaining true and loyal to Hashem, as in the event that some have a feeling of nostalgia for the abominations that they worshipped in Egypt, or the similar abominations that the Moabites and Ammonites worship, it would be appropriate that they recall how either of these attempts to backslide into idolatry ended, i.e. catastrophically for the participants.
"
29,15,Commentary,"Rabbeinu Bahya, Devarim 29:15:1","כי אתם ידעתם, “for you have known;” a reference to the fact that among the people Moses addressed here there were some who remembered the abominations practiced by the Egyptians, whereas all of them had observed the abominations practiced by the peoples whose land they had crossed in the meantime, i.e. Edom, Moav, Ammon and Midian."
29,15,Commentary,"Siftei Chakhamim, Deuteronomy 29:15:1","Since you have observed the idolatrous Gentile nations, etc. Rashi is answering the question: What reason is this for what comes before [in the previous verse], And with those who are not here, etc. Therefore he explains, Since you have observed, etc., therefore, I am compelled to adjure you. I.e., this is a reason for what comes before the previous verses, For your passage into the covenant, etc. (v. 11). It is explaining why the Holy One suspected that Yisroel might serve idols and made it necessary for them take an oath regarding this. The reason he suspected them was what he says here, Because you are aware, etc. These two verses, For you are aware, etc., and Where you observed their abominations, etc., are connected to the verse Perhaps there is among you, etc. that follows them, and the word פן is missing a ויו (and). That is why [in some texts] Rashi explains Where you observed, etc. after Perhaps there is among you. "
29,15,Midrash,Pirkei DeRabbi Eliezer 41:12,"The voice of the first (commandment) went forth, and the heavens and earth quaked thereat, and the waters and rivers fled, and the mountains and hills were moved, and all the trees fell prostrate, and the dead who were in Sheol revived, and stood on their feet till the end of all the generations, as it is said, ""But with him that standeth here with us this day"" (Deut. 29:15), and those (also) who in the future will be created, until the end of all the generations, there they stood with them at Mount Sinai, as it is said, ""And also with him that is not here with us this day"" (ibid.). The Israelites who were alive (then) fell upon their faces and died."
29,15,Commentary,Ibn Ezra on Deuteronomy 29:15:2,"WHICH YE PASSED. Among them, namely, the Edomites, the Ammonites, the Moabites, and the Midianites. "
34,12,Quoting Commentary,"The Five Books of Moses, by Everett Fox, Deuteronomy, On the Book of Deuteronomy and Its Structure 2-39","DEUTERONOMY HOLDS A UNIQUE POSITION, AND SPEAKS WITH A UNIQUE VOICE, IN THE literature of the Torah. Up to this point, through the first four books, we have encountered a powerful mixture of literary genres; indeed, the books owe their characteristic stamp to the way in which they incorporate these genres. Genesis is predominantly narrative, punctuated by genealogies; Exodus begins with narrative and later proceeds with covenant-making and law, and then with the precise details of sanctuary building; Leviticus is composed almost entirely of cultic and then ethical and social law; and finally, Numbers alternates narrative and varied laws, under the structure of preparations for wilderness march, first encounters with the Promised Land, and preparations for entry. Except for Leviticus, the books also exhibit, at strategic points, striking examples of biblical poetry. An ancient name for Deuteronomy, mishne tora—which means “copy of the Torah,” but which was erroneously understood as “second Torah”—would seem to indicate more of the same combining of genres, and a not-too-close reading would support the idea of a rehashing of narrative, covenant-making, law, and poetry. But the reader who takes the time to weigh what stands before him or her will find much more. In its structure, style, content, and intent, Deuteronomy goes beyond what has preceded it. The image of Moshe addressing the assembled people on the Plains of Moab—the central setting of the book—provides the occasion for not merely a retelling, but a recasting of Israel’s mission and destiny. No book of the Torah is truer to the idea of “instruction” (Deuteronomy uses the term numerous times), including an emphasis on teaching and learning, with assembled and yet-to-be-born children as much the audience as “elders.” From the book’s opening phrase, “Now these are the words [or even “speeches”] that Moshe spoke to the Children of Israel / in (the country) across the Jordan,” the basic premise of Deuteronomy is that the aged Moshe, personally and indeed in the first person, speaks for the last time to the assembled Israelites, before their triumphant entry into the land of Canaan. The setting affects the entire content of the book; no longer is the narrator in the background, as in most of the Torah, but instead he is presented as directly addressing a living audience, an audience composed not only of the ancient hearers portrayed in the text but also of contemporary listeners. The image of a leader delivering a long public address on an auspicious occasion is well known from the ancient world, most familiarly from Greek historians (cf. Van Seters) but also abundantly in the ancient Near East (Weinfeld). The historian seeks to paint a vivid picture of the personality of his speaker and the high drama of the moment, and may go on at great length. While admitting to not having had the benefit of eyewitness sources, such chroniclers are nevertheless sincere in their desire to present what undoubtedly would have been said on such an occasion. Deuteronomy, whenever it was composed and placed in the Torah, takes this approach a step further. It is a fantastic conceit, really: as Rosenberg (1975) notes, Moshe, the man who was “not a man of words” (Ex. 4:10), all of a sudden finds his voice. And as Polzin (1980) has shown in his forceful analysis, in Deuteronomy Moshe’s voice functions fairly indistinguishably from God’s own—and then closes off the text by stipulating that nothing in the future is to be added or subtracted to it. So we are dealing with a text of directly authoritative character, a series of speeches that in their own self-understanding already bore the status of “Torah.” Hence Deuteronomy introduces into the Bible for the first time the concept of canon—a bounded, accepted body of authoritative literature. Moshe’s addresses, which include a historical review, repeated appeals to observe God’s laws and dire warnings against their violation, a reworking of previous laws and the addition of new ones, and a poem designed to keep the appeals and warnings in popular memory, have about them a deep rhetorical urgency. As such they are stylistically quite different from most of what is found in the first four books of the Bible. To be sure, there are many moments of high rhetoric in the previous narratives, and the laws—including cultic ones—are also not lacking appeals to the emotions (cf., for instance, the repeated injunctions to not oppress the sojourner, “for you were sojourners in the land of Egypt”). But as an extended piece of argumentation and pleading, Deuteronomy holds pride of place in the Torah, with its specialized vocabulary (described in the notes and commentary below), its alternately pleading and warning tone, and its long, elegant phrases (as Gottwald notes, these phrases are most often cast in the form of subordinate clauses, not the typical syntactical form found in the previous books). But not only does Deuteronomy provide an emotional capstone to the four books that precede it. It functions to link up with both the landed history of Israel in the narrative books to follow (Joshua through Kings) and the prophets’ emotional speeches to the people and their leaders. In the words of G. Ernest Wright, the central purpose of Deuteronomy is to furnish Israel with a complete order of faith and life which is the prerequisite for a prosperous and secure existence on the God-given land. The historian [of the succeeding books] shows how Israel failed to keep it and what the consequences were. It is in fact the monarchic setting that is commonly held to be the historical background to the compilation of Deuteronomy. While Moshe’s last days and the people’s being poised on the steppes opposite Jericho would certainly be a dramatic enough moment for our book’s speeches to occur, its language, style, and many of its concerns point to a later time in the history of Israel as a likely venue for at least a good part of its emotional appeal. That time, in the opinion of most biblical scholars over the past two centuries, was the middle of the reign of King Josiah (ruled 640–608 B.C.E.) of Judah, the southern kingdom (Israel, the north, had been overrun by Assyria a century previously). The Assyrian Empire, dominant in the region for three hundred years, was on the wane, and Josiah took advantage of this decline of power to expand his kingdom northward. He also—at about the time of the death of Ashurbanipal, the last powerful king of Assyria—began a wide-ranging reform that consisted largely of destroying the local “high places” of pagan worship that had figured so prominently in the reign of his grandfather, the notorious Manasseh (ruled 687–642). II Kings 23 describes the purge in great detail, noting both places and priests that were now rendered inoperative in favor of the centralization of the cult in Jerusalem. It is within this setting that Chapter  22 reports the dramatic discovery of a scroll “of the Torah.” The high priest Hilkiah said to Shaphan the secretary, “I have found the book of the law in the house of the LORD.” … Shaphan then read it aloud to the king. When the king heard the words of the book of the law, he tore his clothes. Then the king commanded … saying: “Go, inquire of the LORD for me, for the people, and for all Judah, concerning the words of this book that has been found, for great is the wrath of the LORD … because our ancestors did not obey the words of this book, to do according to all that is written concerning us.” (22:8, 10–13, New Revised Standard Version) What precisely were the contents of the “book” we do not know; but it is usually taken to have been some form of Deuteronomy. The rhetorical force of the newly discovered text must have been considerable, for its reported result was that the king directed that all the elders of Judah and Jerusalem should be gathered to him. … he read in their hearing all the words of the book of the covenant that had been found in the house of the LORD. The king stood by the pillar and made a covenant before the LORD, to follow the LORD, keeping his commandments, his decrees, and his statutes, with all his heart and all his soul, to perform the words of this covenant that were written in this book. All the people joined in the covenant. (23:1–3) The connections between these passages and the style of Deuteronomy will be obvious to anyone who reads the book, and it seems clear that Josiah’s reforms are closely related to concerns expressed in Deuteronomy. The Bible’s portrayal of this background does not necessarily mean that Deuteronomy was composed for the occasion, or even that it originated in Judah. Several scholars (notably Ginsberg) have remarked on connections to the northern kingdom of Israel (e.g., affinities to the prophet Hosea), and so it is possible that at least some of our book was a series of traditions brought south by refugees fleeing the Assyrian onslaught. In any event, the text of Deuteronomy addresses its audience with such emotional immediacy that it may safely be presumed that a crisis of major proportions loomed, and the opportunity presented itself for a large-scale revival—or redefinition—of Israel’s self-understanding. Similar crises later in Jewish history may have led to the editing and writing down (but not necessarily the composition) of other central texts, the Mishnah (c. 200) and the Babylonian Talmud (c. 450). Like these documents, and like the first four books of the Torah, Deuteronomy is written in such a way that it is difficult to pin down its precise background, which through additions and circumspection has been substantially obliterated. What is left to us are the many repetitions of “today” or “this day,” which signal the desire to make the “Instruction” contemporary for the audience, whoever and whenever that may be. The net effect of this process of creation and development was to establish the Torah’s character as a text that shows signs of new life and new thinking within itself. Deuteronomy, by its inclusion as the final book of the five, officially began the practice of “explaining” (1:5) the traditions of Israel, and thus paved the way for the classic form of Jewish religious and intellectual activity: the interpretation of Scripture (cf. Fishbane 1988 for a definitive study on “inner-biblical exegesis,” interpretation that appears within the Bible itself and hence becomes a legitimate part of its traditions). This activity strongly influenced Christianity and Islam as well, and is still a part of religious discourse and development in the Western world. In its overall structure, Deuteronomy breaks down fairly easily; but it is perhaps best understood in the light of comparative ancient Near Eastern material. Weinfeld’s lifetime of research has demonstrated the strong parallels between our book and certain Assyrian treaty texts (earlier Hittite texts have also been shown to be helpful in this regard; cf. Levenson 1985b for a useful summary). It is striking indeed that the Esarhaddon Treaty texts from the seventh century B.C.E., which also produced the final form of Deuteronomy, seem to prefigure the basic structure of what Moshe lays out in the book: a historical overview, an exhortation to keep the covenant, the laws—particulars of the covenant, a series of blessings and curses following upon observance or nonobservance of the covenant, and a ceremony ratifying it. A similar pattern, in abbreviated form, may be observed in the Sinai covenant in Ex. 19–24. Weinfeld points out that such covenants or treaties were two-sided, with the suzerain granting his vassals certain favors in return for “love” (= loyalty), and threatening dire consequences if that loyalty were to become suspect. What is fascinating about the parallels is not so much that they exist, but that here, apparently, a political model from a hated enemy has been assimilated and transformed into a positive religious-national one. Such transformative power seems to be characteristic of biblical culture, which probably reworked known stories and poems, among other genres, into genuine Israelite creations (the Flood narratives of Genesis and Psalm 29 are two fruitful examples of the process). Deuteronomy, then, focuses mainly on the relationship between God and Israel, a relationship that has been spelled out before (as in Exodus) but that forms in this book the very soul of the text. Every act that Israel performs as a community, and every one done by individuals, is to be seen in that light. As elsewhere in the Bible, breaking one of God’s rules means not merely a violation of a statute but an affront to the suzerain, the sovereign Lord, and thus a grave risk to society’s well-being and even to its very existence. And there is a unity of purpose and concept here: Gottwald summarizes the message of the book as “the indivisible unity of one God for one people in one land observing one cult” (italics his). Given the treaty pattern that we have just referred to, an outline of the book might proceed along the following lines: I   Historical Overview (Moshe as Narrator; 1–4:43) A   Narrative of the Wilderness Journey (1–3) B   Transition: Beginning of the Exhortation (4:1–40) and Addendum on Towns of Asylum (4:41–43) II  Opening Exhortation (Moshe as Pleader; 4:44–11:36) Looking Back to the Revelation at Sinai III The Terms of the Covenant (Moshe as Lawgiver; 12–28) A   The Laws (12–26) B   Covenant Ceremony; Blessings and Curses (27–28) IV Concluding Exhortation (Moshe as Pleader; 29–30) Looking Ahead to Exile and Return V  Final Matters (31–34) A   Passing the Mantle (31) B   Moshe’s Admonitory Poem (32) C   Moshe’s Blessing to the Tribes (33) D   The End (34) A few simple structural observations, based on a closer look at the text itself, may be made here. Parts I and V stress the role of Yehoshua (Joshua) in the future. Then, too, Parts II and IV use similar rhetorical formulas toward the end of each (“See, I set before you this day …,” 11:26 and 30:15). Such a symmetry would suggest that Part III is the crucial one, and that is of course the case. Everything in Deuteronomy radiates out from the laws: a new humanism, a rethinking of tradition, and above all, a heartfelt appeal to “choose life” (30:19), a good life on the land under the blessing of God. It is only when that appeal has been fully made, and when all of Deuteronomy’s new material has been added (with no more to come, as the text sees it!), that Moshe can finally die, and the people of Israel can proceed into the Promised Land. The book of Numbers proved to be a false ending, and indeed the report of Moshe’s death was postponed from the end of that book to this, so that the biblical tradition could transform itself into a truly multifaceted and rich one. The Torah, which began in the nameless, unknowable past, ends in the limitless present and future, with a potential life ahead for the Israelite people as bountiful and as beautiful as the “good land” that Moshe is allowed to see from the summit of Pisga."
29,28,Quoting Commentary,"The Five Books of Moses, by Everett Fox, Deuteronomy, Part IV; Concluding Exhortation, Renewed Exhortation 2-3","Having concluded the covenant, Moshe now takes up his plea again, beginning the same way that God did when the people arrived at Mount Sinai (Ex. 19:4–6). Here, without the impressive backdrop of Sinai, Moshe goes on at some length, reviewing the past and then addressing both the “assembly” in front of him and those to come. Much of the latter part of the chapter sounds like a reference to the fate of the Northern kingdom, Israel, which was overrun by Assyria a century before Josiah’s discovery of the “book.” Such may be the reason for the reference to “hidden” and “revealed” things in v.28—for the reason for the fall of the idolatrous North is certainly no mystery to the reader of Deuteronomy."
30,20,Quoting Commentary,"The Five Books of Moses, by Everett Fox, Deuteronomy, Part IV; Concluding Exhortation 2-3","THE FIRST TWO PARTS OF DEUTERONOMY RECALLED THE PAST IN SOME DETAIL; THE third envisioned the particulars of Israel’s future life on its land—or, if we take the book in the context of Israelite monarchy, set forth a code of behavior for the present. The fourth part of the book, except for a few references to the wilderness experience, primarily places the future before the audience. Israel is warned, one last time, of the dire consequences of disregarding God’s laws. At the same time, it is presented with a happy ending: even if they should go into exile for their disobedience, God is confident of their “turning” back to him, and in consequence will eventually “return” them to their land and prosperity. This section appears to be extraneous in the context of Deuteronomy’s basic structure. Perhaps it is a later addition, meant to address particular historical circumstances that presented a crisis situation."
29,28,Quoting Commentary,"The Five Books of Moses, by Everett Fox, Deuteronomy, Part IV; Concluding Exhortation, Renewed Exhortation 1",Deuteronomy 29:1-28
29,15,Commentary,"Rav Hirsch on Torah, Deuteronomy 29:15:1","V. 15. כי אתם ידעתם וגו׳ leitet den Grund ein, weshalb Veranlassung da sei, in Vorhergehendem ausdrücklich auszusprechen, daß von der Verpflichtung zu Gott und seinem Gesetze keiner, und auch in aller Folgezeit keiner sich lossagen könne. Dieser Grund folgt Verse 17 u.18. Das Götterunwesen der Völker und die davon beeinflussten Lebensweisen sind euch schon jetzt nicht unbekannt geblieben. In Mizrajim haben wir gewohnt, mit den der Wüste anwohnenden Völkern, Amon, Moab, Midjan, Edom, den Bevölkerungen von Arad, Cheschbon, Baschan, durch deren Gebiet oder an deren Gebiet wir gezogen, sind wir mehr oder minder in Berührung gekommen."
29,15,Commentary,Steinsaltz on Deuteronomy 29:15,"For you know how we lived in the land of Egypt, and how we passed in the midst of the nations that you passed."
29,15,Commentary,Da'at Zekenim on Deuteronomy 29:15:1,"כי אתם ידעתם את אשר ישבנו בארץ מצרים, “for you (only) know that we have once lived in the land of Egypt;” this verse proves that there were still survivors of the period of slavery that had come out 40 years ago, and had not died  by the decree G–d issued after the sin of the spies. They had either been younger than twenty at the time of the Exodus or had been over 60 years of age already at that time."
29,15,Commentary,"Chizkuni, Deuteronomy 29:15:1","אשר ישבו בארץ מצרים, “who had dwelled in the land of Egypt;” together with the ones who had still dwelled in the land of Egypt (who had been minors at the time of the Exodus) and who had experienced all that you have witnessed during the last forty years in the desert, etc. The decree to die in the desert had applied only to males who had been twenty years of age at the time of the Exodus, and had not been older than 60 years at the time when it was issued."
29,16,Commentary,Rashi on Deuteronomy 29:16:1,ותראו את שקוציהם AND YE HAVE SEEN THEIR ABOMINABLE THINGS — Idols are so termed because they are loathsome like unclean things that are held in abomination.
29,16,Commentary,Rashi on Deuteronomy 29:16:2,"גלליהם THEIR IDOLS — thus termed because they are detestable (lit., malodorous) and loathsome like dung (גלל)."
29,16,Commentary,Rashi on Deuteronomy 29:16:3,"עץ ואבן [AND YE HAVE SEEN … THEIR IDOLS] WOOD AND STONE — Those of wood and stone you have seen exposed openly, because the heathen was not afraid lest they might be stolen; those of gold and silver, however, ARE WITH THEM (עמהם), in their “marbled halls” (cf. Rashi on Ezekel 8:12 whence he borrowed this expression), because they were afraid they might be stolen (Midrash Tanchuma, Nitzavim 3)."
29,16,Targum,Onkelos Deuteronomy 29:16,"Where you observed their abominations and their loathsomeness [idols], wood and stone, silver and gold, that they owned."
29,16,Targum,Targum Jonathan on Deuteronomy 29:16,"You have seen their abominations, and their idols of wood and stone which they have set forth in the streets, and the idols of silver and gold that they have placed with themselves in the houses, shutting the doors after them lest they should be stolen. 
"
29,16,Targum,"Targum Jerusalem, Deuteronomy 29:16","You have seen their hateful things and their abominations, the idols of wood and stone, of silver and gold; idols of wood and stone set forth in the streets, but those of silver and gold kept with themselves in the house because they were afraid they would be stolen."
29,16,Commentary,"Rabbeinu Bahya, Devarim 29:16:1","ותראו את שקוציהם...עץ ואבן, “you have seen their detestable idols, wood and stone, silver and gold.” The former were on display openly; the latter — due to their value and the owners being afraid of theft — were kept inside their homes (Tanchuma Nitzavim 3)."
29,16,Commentary,"Siftei Chakhamim, Deuteronomy 29:16:1","Those of wood and stone, you saw in the open, etc. Rashi is explaining why the verse altered its wording and wrote you observed regarding wood and stone, but does not write you observed regarding gold and silver. "
29,16,Talmud,Jerusalem Talmud Avodah Zarah 3:5:2,"HALAKHAH: “If Gentiles worship mountains,” etc. Rebbi Zeˋira, Rebbi Yasa, Rebbi Yose bar Ḥanina in the name of Rebbi Hoshaia: One verse says (Deut. 7:25. If a mountain top is covered in gold or silver, the cover has to be removed and destroyed; only the ground itself is permitted.) , do not covet silver or gold on them and take for yourself. And one verse says (Deut. 29:16.) , silver and gold which is with them. If on them why with them, and if with them why on them? Since on them refers to something which is particular for them and an adornment for them (Since the mountains themselves cannot become forbidden, only adornments made explicitly for pagan worship can be forbidden. Therefore also of the contents of a dwelling only idolatrous objects can be forbidden for all usufruct. Babli 51b.) , also with them refers to something which is particular for them and an adornment for them."
34,12,Quoting Commentary,"The Five Books of Moses, by Everett Fox, Deuteronomy, On the Book of Deuteronomy and Its Structure 2-39","DEUTERONOMY HOLDS A UNIQUE POSITION, AND SPEAKS WITH A UNIQUE VOICE, IN THE literature of the Torah. Up to this point, through the first four books, we have encountered a powerful mixture of literary genres; indeed, the books owe their characteristic stamp to the way in which they incorporate these genres. Genesis is predominantly narrative, punctuated by genealogies; Exodus begins with narrative and later proceeds with covenant-making and law, and then with the precise details of sanctuary building; Leviticus is composed almost entirely of cultic and then ethical and social law; and finally, Numbers alternates narrative and varied laws, under the structure of preparations for wilderness march, first encounters with the Promised Land, and preparations for entry. Except for Leviticus, the books also exhibit, at strategic points, striking examples of biblical poetry. An ancient name for Deuteronomy, mishne tora—which means “copy of the Torah,” but which was erroneously understood as “second Torah”—would seem to indicate more of the same combining of genres, and a not-too-close reading would support the idea of a rehashing of narrative, covenant-making, law, and poetry. But the reader who takes the time to weigh what stands before him or her will find much more. In its structure, style, content, and intent, Deuteronomy goes beyond what has preceded it. The image of Moshe addressing the assembled people on the Plains of Moab—the central setting of the book—provides the occasion for not merely a retelling, but a recasting of Israel’s mission and destiny. No book of the Torah is truer to the idea of “instruction” (Deuteronomy uses the term numerous times), including an emphasis on teaching and learning, with assembled and yet-to-be-born children as much the audience as “elders.” From the book’s opening phrase, “Now these are the words [or even “speeches”] that Moshe spoke to the Children of Israel / in (the country) across the Jordan,” the basic premise of Deuteronomy is that the aged Moshe, personally and indeed in the first person, speaks for the last time to the assembled Israelites, before their triumphant entry into the land of Canaan. The setting affects the entire content of the book; no longer is the narrator in the background, as in most of the Torah, but instead he is presented as directly addressing a living audience, an audience composed not only of the ancient hearers portrayed in the text but also of contemporary listeners. The image of a leader delivering a long public address on an auspicious occasion is well known from the ancient world, most familiarly from Greek historians (cf. Van Seters) but also abundantly in the ancient Near East (Weinfeld). The historian seeks to paint a vivid picture of the personality of his speaker and the high drama of the moment, and may go on at great length. While admitting to not having had the benefit of eyewitness sources, such chroniclers are nevertheless sincere in their desire to present what undoubtedly would have been said on such an occasion. Deuteronomy, whenever it was composed and placed in the Torah, takes this approach a step further. It is a fantastic conceit, really: as Rosenberg (1975) notes, Moshe, the man who was “not a man of words” (Ex. 4:10), all of a sudden finds his voice. And as Polzin (1980) has shown in his forceful analysis, in Deuteronomy Moshe’s voice functions fairly indistinguishably from God’s own—and then closes off the text by stipulating that nothing in the future is to be added or subtracted to it. So we are dealing with a text of directly authoritative character, a series of speeches that in their own self-understanding already bore the status of “Torah.” Hence Deuteronomy introduces into the Bible for the first time the concept of canon—a bounded, accepted body of authoritative literature. Moshe’s addresses, which include a historical review, repeated appeals to observe God’s laws and dire warnings against their violation, a reworking of previous laws and the addition of new ones, and a poem designed to keep the appeals and warnings in popular memory, have about them a deep rhetorical urgency. As such they are stylistically quite different from most of what is found in the first four books of the Bible. To be sure, there are many moments of high rhetoric in the previous narratives, and the laws—including cultic ones—are also not lacking appeals to the emotions (cf., for instance, the repeated injunctions to not oppress the sojourner, “for you were sojourners in the land of Egypt”). But as an extended piece of argumentation and pleading, Deuteronomy holds pride of place in the Torah, with its specialized vocabulary (described in the notes and commentary below), its alternately pleading and warning tone, and its long, elegant phrases (as Gottwald notes, these phrases are most often cast in the form of subordinate clauses, not the typical syntactical form found in the previous books). But not only does Deuteronomy provide an emotional capstone to the four books that precede it. It functions to link up with both the landed history of Israel in the narrative books to follow (Joshua through Kings) and the prophets’ emotional speeches to the people and their leaders. In the words of G. Ernest Wright, the central purpose of Deuteronomy is to furnish Israel with a complete order of faith and life which is the prerequisite for a prosperous and secure existence on the God-given land. The historian [of the succeeding books] shows how Israel failed to keep it and what the consequences were. It is in fact the monarchic setting that is commonly held to be the historical background to the compilation of Deuteronomy. While Moshe’s last days and the people’s being poised on the steppes opposite Jericho would certainly be a dramatic enough moment for our book’s speeches to occur, its language, style, and many of its concerns point to a later time in the history of Israel as a likely venue for at least a good part of its emotional appeal. That time, in the opinion of most biblical scholars over the past two centuries, was the middle of the reign of King Josiah (ruled 640–608 B.C.E.) of Judah, the southern kingdom (Israel, the north, had been overrun by Assyria a century previously). The Assyrian Empire, dominant in the region for three hundred years, was on the wane, and Josiah took advantage of this decline of power to expand his kingdom northward. He also—at about the time of the death of Ashurbanipal, the last powerful king of Assyria—began a wide-ranging reform that consisted largely of destroying the local “high places” of pagan worship that had figured so prominently in the reign of his grandfather, the notorious Manasseh (ruled 687–642). II Kings 23 describes the purge in great detail, noting both places and priests that were now rendered inoperative in favor of the centralization of the cult in Jerusalem. It is within this setting that Chapter  22 reports the dramatic discovery of a scroll “of the Torah.” The high priest Hilkiah said to Shaphan the secretary, “I have found the book of the law in the house of the LORD.” … Shaphan then read it aloud to the king. When the king heard the words of the book of the law, he tore his clothes. Then the king commanded … saying: “Go, inquire of the LORD for me, for the people, and for all Judah, concerning the words of this book that has been found, for great is the wrath of the LORD … because our ancestors did not obey the words of this book, to do according to all that is written concerning us.” (22:8, 10–13, New Revised Standard Version) What precisely were the contents of the “book” we do not know; but it is usually taken to have been some form of Deuteronomy. The rhetorical force of the newly discovered text must have been considerable, for its reported result was that the king directed that all the elders of Judah and Jerusalem should be gathered to him. … he read in their hearing all the words of the book of the covenant that had been found in the house of the LORD. The king stood by the pillar and made a covenant before the LORD, to follow the LORD, keeping his commandments, his decrees, and his statutes, with all his heart and all his soul, to perform the words of this covenant that were written in this book. All the people joined in the covenant. (23:1–3) The connections between these passages and the style of Deuteronomy will be obvious to anyone who reads the book, and it seems clear that Josiah’s reforms are closely related to concerns expressed in Deuteronomy. The Bible’s portrayal of this background does not necessarily mean that Deuteronomy was composed for the occasion, or even that it originated in Judah. Several scholars (notably Ginsberg) have remarked on connections to the northern kingdom of Israel (e.g., affinities to the prophet Hosea), and so it is possible that at least some of our book was a series of traditions brought south by refugees fleeing the Assyrian onslaught. In any event, the text of Deuteronomy addresses its audience with such emotional immediacy that it may safely be presumed that a crisis of major proportions loomed, and the opportunity presented itself for a large-scale revival—or redefinition—of Israel’s self-understanding. Similar crises later in Jewish history may have led to the editing and writing down (but not necessarily the composition) of other central texts, the Mishnah (c. 200) and the Babylonian Talmud (c. 450). Like these documents, and like the first four books of the Torah, Deuteronomy is written in such a way that it is difficult to pin down its precise background, which through additions and circumspection has been substantially obliterated. What is left to us are the many repetitions of “today” or “this day,” which signal the desire to make the “Instruction” contemporary for the audience, whoever and whenever that may be. The net effect of this process of creation and development was to establish the Torah’s character as a text that shows signs of new life and new thinking within itself. Deuteronomy, by its inclusion as the final book of the five, officially began the practice of “explaining” (1:5) the traditions of Israel, and thus paved the way for the classic form of Jewish religious and intellectual activity: the interpretation of Scripture (cf. Fishbane 1988 for a definitive study on “inner-biblical exegesis,” interpretation that appears within the Bible itself and hence becomes a legitimate part of its traditions). This activity strongly influenced Christianity and Islam as well, and is still a part of religious discourse and development in the Western world. In its overall structure, Deuteronomy breaks down fairly easily; but it is perhaps best understood in the light of comparative ancient Near Eastern material. Weinfeld’s lifetime of research has demonstrated the strong parallels between our book and certain Assyrian treaty texts (earlier Hittite texts have also been shown to be helpful in this regard; cf. Levenson 1985b for a useful summary). It is striking indeed that the Esarhaddon Treaty texts from the seventh century B.C.E., which also produced the final form of Deuteronomy, seem to prefigure the basic structure of what Moshe lays out in the book: a historical overview, an exhortation to keep the covenant, the laws—particulars of the covenant, a series of blessings and curses following upon observance or nonobservance of the covenant, and a ceremony ratifying it. A similar pattern, in abbreviated form, may be observed in the Sinai covenant in Ex. 19–24. Weinfeld points out that such covenants or treaties were two-sided, with the suzerain granting his vassals certain favors in return for “love” (= loyalty), and threatening dire consequences if that loyalty were to become suspect. What is fascinating about the parallels is not so much that they exist, but that here, apparently, a political model from a hated enemy has been assimilated and transformed into a positive religious-national one. Such transformative power seems to be characteristic of biblical culture, which probably reworked known stories and poems, among other genres, into genuine Israelite creations (the Flood narratives of Genesis and Psalm 29 are two fruitful examples of the process). Deuteronomy, then, focuses mainly on the relationship between God and Israel, a relationship that has been spelled out before (as in Exodus) but that forms in this book the very soul of the text. Every act that Israel performs as a community, and every one done by individuals, is to be seen in that light. As elsewhere in the Bible, breaking one of God’s rules means not merely a violation of a statute but an affront to the suzerain, the sovereign Lord, and thus a grave risk to society’s well-being and even to its very existence. And there is a unity of purpose and concept here: Gottwald summarizes the message of the book as “the indivisible unity of one God for one people in one land observing one cult” (italics his). Given the treaty pattern that we have just referred to, an outline of the book might proceed along the following lines: I   Historical Overview (Moshe as Narrator; 1–4:43) A   Narrative of the Wilderness Journey (1–3) B   Transition: Beginning of the Exhortation (4:1–40) and Addendum on Towns of Asylum (4:41–43) II  Opening Exhortation (Moshe as Pleader; 4:44–11:36) Looking Back to the Revelation at Sinai III The Terms of the Covenant (Moshe as Lawgiver; 12–28) A   The Laws (12–26) B   Covenant Ceremony; Blessings and Curses (27–28) IV Concluding Exhortation (Moshe as Pleader; 29–30) Looking Ahead to Exile and Return V  Final Matters (31–34) A   Passing the Mantle (31) B   Moshe’s Admonitory Poem (32) C   Moshe’s Blessing to the Tribes (33) D   The End (34) A few simple structural observations, based on a closer look at the text itself, may be made here. Parts I and V stress the role of Yehoshua (Joshua) in the future. Then, too, Parts II and IV use similar rhetorical formulas toward the end of each (“See, I set before you this day …,” 11:26 and 30:15). Such a symmetry would suggest that Part III is the crucial one, and that is of course the case. Everything in Deuteronomy radiates out from the laws: a new humanism, a rethinking of tradition, and above all, a heartfelt appeal to “choose life” (30:19), a good life on the land under the blessing of God. It is only when that appeal has been fully made, and when all of Deuteronomy’s new material has been added (with no more to come, as the text sees it!), that Moshe can finally die, and the people of Israel can proceed into the Promised Land. The book of Numbers proved to be a false ending, and indeed the report of Moshe’s death was postponed from the end of that book to this, so that the biblical tradition could transform itself into a truly multifaceted and rich one. The Torah, which began in the nameless, unknowable past, ends in the limitless present and future, with a potential life ahead for the Israelite people as bountiful and as beautiful as the “good land” that Moshe is allowed to see from the summit of Pisga."
