verse,line,category,source,text
31,13,Quoting Commentary,"Covenant and Conversation; Deuteronomy; Renewal of the Sinai Covenant, Vayeilech, To Renew Our Days 6","At the end of every seven years, in the year for cancelling debts, during the Feast of Tabernacles, when all Israel comes to appear before the Lord your God at the place He will choose, you shall read this law before them in their hearing. Assemble the ­people – men, women, and children, and the strangers living in your towns – so they can listen and learn to fear the Lord your God and follow carefully all the words of this law. Their children, who do not know this law, must hear it and learn to fear the Lord your God as long as you live in the land you are crossing the Jordan to possess. (Deut. 31:10–13)"
31,13,Quoting Commentary,"Covenant and Conversation; Exodus; The Book of Redemption, Yitro, Mount Sinai and the Birth of Freedom 26","The third, equally ahead of its time, was that the partners to the covenant were to be “all the people” – men, women and children. This fact is emphasised later on in the Torah in the mitzva of Hak-hel, the septennial covenant renewal ceremony. The Torah states specifically that the entire people is to be gathered together for this ceremony, “men, women and children” (Deuteronomy 31:10–13). A thousand years later, when Athens experimented with democracy, only a limited section of society had political rights. Women, children, slaves and foreigners were excluded. In many respects this held true until very recently. In Britain, women did not get the vote until 1918. In America, women’s suffrage was complete only in 1920, though some states had enacted it earlier."
31,13,Tanakh,"Covenant and Conversation Family Edition, Yitro, II; Mount Sinai and the Birth of Freedom 18","The third, equally ahead of its time, was that the partners to the covenant were to be “all the people” – men, women, and children. This fact is emphasised later on in the Torah in the mitzva of Hak’hel, the septennial covenant-renewal ceremony. The Torah states specifically that the entire people is to be gathered together for this ceremony, “men, women, and children” (Devarim 31:10–13). A thousand years later, when Athens experimented with democracy, only a limited section of society had political rights. Women, children, slaves, and foreigners were excluded. In many respects, this held true until very recently. In Britain, women did not get the vote until 1918. In America, women’s suffrage was complete only in 1920, though some states had enacted it earlier."
31,13,Tanakh,"Covenant and Conversation Family Edition, Yitro, II; Mount Sinai and the Birth of Freedom 40","While many Western societies had still not extended voting rights and full citizenship to women and minorities until well into the twentieth century, the idea of universal citizenship and rights of all members of society is contained in the covenant at Sinai. This is based on the idea that all people are created in the image of God, and is implied in the mitzva of Hak’hel (Devarim 31:10–13), where all the women were also assembled to accept the covenant at Sinai."
31,13,Tanakh,"Covenant and Conversation Family Edition, Vayeilech, I; How to Renew a Nation 15","“At the end of every seven years, in the year for cancelling debts, during the Festival of Tabernacles, when all of Israel comes to appear before the Lord your God at the place He will choose, you shall read this Torah before them in their hearing. Assemble the people – men, women, and children, and the strangers in your towns – so they can listen and learn to revere the Lord your God and follow carefully all the words of this Torah. Their children, who do not know, shall hear it and learn to fear the Lord your God” (Devarim 31:10–13)."
31,12,Commentary,Ramban on Deuteronomy 31:12:1,"THAT THEY MAY HEAR, AND THAT THEY MAY LEARN — that is, the men and the women [mentioned in the first part of the verse], for the women, too, heard and learned to fear the Eternal."
31,12,Commentary,Rashi on Deuteronomy 31:12:1,"האנשים [ASSEMBLE THE PEOPLE,] MEN [WOMEN, AND LITTLE ONES] — the men, in order to learn,"
31,12,Commentary,Rashi on Deuteronomy 31:12:2,"והנשים THE WOMEN, in order to listen to the words of the Law,"
31,12,Commentary,Ibn Ezra on Deuteronomy 31:12:1,THAT THEY MAY LEARN. The entire year. (The year was to be devoted to Torah.)  Similarly on the Sabbath. (Is to be devoted to Torah study.) 
31,12,Commentary,Ibn Ezra on Deuteronomy 31:12:2,AND THY STRANGER. Perhaps he will convert to Judaism.
31,12,Targum,Onkelos Deuteronomy 31:12,"Assemble the people—the men and the women and the infants, and your convert who is in your towns; in order for them to hear and in order for them to learn to fear [before] Adonoy, your God, and they will make sure to fulfill all the statements of this Torah."
31,12,Targum,Targum Jonathan on Deuteronomy 31:12,"Assemble the people, the men, that they may learn,  the women, that they may hear instruction, the children, that they may partake the benefit (reward) of those who bring them, and your sojourners who are in your cities, that they may behold the majesty of the law, and be reverent all of them before the Word of the Lord your God, and observe to do all the words of this law. 
"
31,12,Commentary,Kli Yakar on Deuteronomy 31:12:2,"And it appears that the whole essence of this hakhel (assembly) is on account of repentance. As our Rabbis, may their memory be blessed, said (Vayikra Rabba 30:7) that the first day of the Holiday (Sukkot) is called the first [day] of the calculation of iniquities. Therefore they must immediate make preparation towards repentance; and that preparation is is this assembly, in which the king assembles the people and reads from Deuteronomy. For most of the book is words of chastisement for sins and words of submission. And it is already known that the assembly is very necessary for repentance. As by their being assembled, they would be one group and they would turn together to do repent to God in order that the penitents be [considered] a public. As it is specifically during the ten days between Rosh Hashanah and Yom Kippur that the Holy One, blessed be He, accepts the repentance of an individual. However during all [the rest] of the days of the year, the Holy One, blessed be He, only accepts the repentance of the community (Rosh Hashanah 18a). And this is the meaning of that which our Rabbis, may their memory be blessed, [in Vayikra Rabba], ""'And you shall take for yourselves on the first day' (Leviticus 23:40) - and is it the first; is it not the fifteenth [of the month]? Rather it is the first [day] in the calculation of iniquities, etc."" But whey did Scripture mention  this matter specifically in the verse that is speaking about the four species; and why did it not mention this in the verse that is speaking about sitting in the sukkah? Rather it is because in the taking of the four species, it hints to all of the four clusters of Jews becoming one group, as explained above in Parashat Emor (Kli Yakar on Leviticus 23:40). And the verse needs to give a good explanation and understanding for why it is specifically on this day that they were commanded to do this commandment that instructs that all of Israel be one group to atone for one another. Rather it is because from Rosh Hashanah to Yom Kippur, the Holy One, blessed be He accepts even the repentance of the individual. Hence they do not yet need to be one group, so that the penitents be [considered] a public. And from Yom Kippur to the holiday of Sukkot, they do not do iniquities, since everyone is occupied with the commandments of the sukkah and the lulav. And 'a commandment drags along [another] commandment.' Hence, generally 'no harm befalls the righteous' until the first day of Sukkot, which is the first [day] of the calculation of iniquities. Hence they need to make a preparation for repentance; and that preparation is that they should all be one, like these four species. And that is why it is stated, ""And you shall take for yourselves on the first day"" -- to give an enriching reason, why I commanded you about the taking of these four species in a group specifically on this day: Because it is the first day of of the calculation of iniquities. Hence you need to make a preparation towards repentance for all of the days of the year. And this preparation is when you become one group, like these four species. Then God will accept your repentance, since 'Behold, God does not despise the mighty' (see Berachot 8a)."
31,12,Commentary,Kli Yakar on Deuteronomy 31:12:3,"And this is also a reason for this hakhel (assembly). As in addition to the taking of these four species on the first day of the festival, God commanded to make another impression similar to [the impression made by] it, at the end of seven years. Since the seventh year also causes assembly and peace by way of one not planting and growing upon it. And the destitute of His people eat on it, since the [landowners] are not permitted to hold on to their produce on the seventh year as [would usually be the way of] an owner. And without a doubt, this is is a cause of peace, since all disagreements are from the trait of ""what's mine is mine"" [and] ""this one says, 'it is all mine.'"" And this is not so [prevalent] on the seventh year, since [even if] in the positive acts, not all are equal, in the negative acts, all are equal, and this is truly the way of peace. And so [too] with the festival of Sukkot, when everyone goes out from a permanent dwelling to a temporary dwelling and sits under the 'Sukkah (hut) of His peace.' Behold, [accordingly] on the first of the intermediate days, the king was commanded to make an impression about peace and this is the matter of hakhel. As all of this is a preparation to repentance, and [so] he reads from Deuteronomy words of exhortation and rebuke. And this is [the meaning of] what they said, ""'the men' to learn, etc, 'the youngsters' - why are they coming, to bring reward to those that bring them."" Since in the time when Israel repents, they offer supplications in front of Him, may He be blessed, for the forgiving of sin and say, ""If not for our sake, then do it for the sake of those weaned from their mothers, who have not sinned."" [This is] as it is found in the text of 'Avinu Malkenu' - Have mercy on our sucklings and on our youngsters. And we [also] say, ""Do it for those weaned from their mothers, etc."" And this is the reward that is given to those that bring them, from the youngsters - that they will say in front of Him, may He be blessed, ""Do it for the sake of these youngsters that are brought to the House of God,"" in the same way as it stated in Joel 2:16, ""Collect the people, sanctify the assembly, gather the elders, collect the sucklings, and those that suck the breasts, etc."
31,12,Commentary,Sforno on Deuteronomy 31:12:1,"למען ישמעו, in order that the wise men in the congregation would understand."
31,12,Commentary,Sforno on Deuteronomy 31:12:2,"ולמען ילמדו, and in order that the less intelligent members of the people would learn it from them."
31,12,Commentary,Sforno on Deuteronomy 31:12:3,"ויראו את ה' אלוקיכם, once they have understood the greatness of Torah they will automatically revere and be in awe of its author, G’d, whose supreme intelligence they will admire.
"
31,12,Commentary,Rashi on Deuteronomy 31:12:3,והטף AND THE LITTLE ONES — Why did they come? For no other purpose than that a reward should be given to those who bring them (Chagigah 3a).
31,12,Commentary,Or HaChaim on Deuteronomy 31:12:1,"הקהל את העם,..למען ישמעו ולמען ילמדו, ""assemble the people…in order that they hearken and in order that they learn, etc."" Why did Moses have to write the word למען, ""in order that,"" twice? Would it not have been simpler to write למען ישמעו וילמדו?"
31,12,Halakhah,"Mishneh Torah, Positive Mitzvot 16","To collect the people to hear the Torah [being read] in the year following the shemitah year, as [Deuteronomy 31:12] states: ""Gather together the people."""
31,12,Midrash,Shemot Rabbah 19:4,"Another interpretation: “This is the statute of the paschal offering [no foreigner shall eat of it]” – that is what is written: “The foreigner who has joined himself to the Lord shall not speak, saying: The Lord has separated me from His people” (Isaiah 56:3). (The verse quoted prohibits foreigners from partaking of the paschal offering. However, a later verse presents the possibility of that foreigner joining himself to Israel and then partaking of the offering: “When a stranger will reside with you, and will perform the paschal offering to the Lord, circumcise all his males, and then he may draw near and perform it; and he will be like a native of the land; and all uncircumcised shall not eat of it. There shall be one law for the native, and for the stranger who resides with you (Exodus 12:48–9).)  Job said: “The stranger shall not spend the night outside” (Job 31:32). The Holy One blessed be He does not reject any creature, but rather, He accepts everyone. The gates open at all times, and anyone who seeks to enter may enter. That is why it says: “The stranger shall not spend the night outside,” corresponding to: “The stranger who is within your gates” (Deuteronomy 31:12). “I opened My doors to the road” (Job 31:32), [is said] of the Holy One blessed be He, that He tolerates His creations.  Rabbi Berekhya said: Corresponding to whom did He say: “The stranger [hager] shall not spend the night outside” (Job 31:32)? Rather, converts [gerim] (The Biblical word for stranger, ger, also means convert in Rabbinic Hebrew. )  are destined to be priests serving in the Temple, as it is stated: “The stranger [hager] will join himself with them, and they will be appended to the house of Jacob” (Isaiah 14:1). Appended [venispeḥu] means nothing other than priesthood, as it is stated: “Append me [sefaḥeni], please, to one of the priestly watches” (I Samuel 2:36). They are destined to partake of the showbread, for their daughters will marry into the priesthood.  And so did Akilas the proselyte ask our Rabbis. He said to them: ‘That which is written: “He loves the stranger, giving him food and clothing” (Deuteronomy 10:18) – are all the promises that He promised to the stranger that He would give him food and clothing?’ One [of the Rabbis] said to him: ‘That is what Jacob, whose name is Israel, requested from the Holy One blessed be He: “…and will give me food to eat, and clothing to wear” (Genesis 28:20). You, who have come among us, it is not enough for you that you are like us, but it should be sufficient for you to be like Jacob, the firstborn of the Holy One blessed be He.’ Ultimately, you should not suppose that Jacob requested food and clothing. Rather, Jacob said: The Holy One blessed be He promised me that He will be with me, and that He will establish the world from me. When will I know that He is with me and that he is protecting me? When He establishes from me sons who are priests partaking of the showbread and wearing priestly vestments, as it is stated: “And will give me food to eat,” that is the showbread; and clothing to wear, those are the priestly vestments, as it is stated: “You shall clothe Aaron in the holy vestments” (Exodus 40:13). Here, too, “He loves the stranger, giving him food and clothing” – in other words, He provides children to the stranger who will eat showbread and wear priestly vestments. That is, “the stranger shall not spend the night outside.”  The Holy One blessed be He said: After all the honor that I am destined to accord to the penitents, you are complaining? That is: “The foreigner, who has joined himself to the Lord, shall not speak…” (Isaiah 56:3). Alternatively, “the foreigner…shall not speak” – that is what is written: “Sing and rejoice daughter of Zion” (Zechariah 2:14), and it is written: “Many nations will join themselves to the Lord” (Zechariah 2:15). The Holy One blessed be He said: If I say so about converts, all the more so about Zion and Israel. “The foreigner…shall not speak.” The Holy One blessed be He said to the converts: You are concerned because I disqualified you and said regarding the paschal offering: “No foreigner shall eat of it?” Why don’t you ask the Givonites how I acted favorably to them? They are people who behaved deceitfully; acting out of fear [they] approached My children and took an oath to them. [Nevertheless,] what did I do to Saul and his household because he sought to kill them [the Givonites]? (See II Samuel 21:1 and Yevamot 78b. )  They [the Givonites] killed seven of his descendants, as it is stated: “The king took the two sons of Ritzpa…and the five sons of Mikhal” (II Samuel 21:8). (These descendants of Saul were handed over to the Givonites to be executed.)  The Holy One blessed be He said: If regarding the Givonites, who were Emorites, who acting out of fear behaved deceitfully with Israel, I accepted them, acted favorably to them, and I gave them satisfaction from My children; the converts who come in love, and serve for the sake of My name, won’t I accept them and exalt them?  Therefore, “the foreigner, who has joined himself to the Lord shall not say” (Isaiah 56:3) – these are the circumcised converts. The idolaters, however, have uncircumcised hearts, for thus the Holy One blessed be He disqualifies those with uncircumcised hearts and takes them down to Gehenna, as it is stated: “Son of man, wail for the multitude of Egypt, and take them down” (Ezekiel 32:18). Likewise, Isaiah says: “Therefore, the grave expanded itself, and opened its mouth without measure [ḥok]” (Isaiah 5:14) – for an idolater who scorns the statute [ḥok] of circumcision, as it is stated: “He established it for Jacob as a statute, to Israel as an everlasting covenant” (Psalms 105:10). Israel, who are circumcised, do not go down to Gehenna.  Rabbi Berekhya said: In order that the heretics and the wicked of Israel will not say: ‘Since we are circumcised, we will not descend to Gehenna,’ what does the Holy One blessed be He do? He sends an angel who extends their foreskin [rendering them uncircumcised] and they descend to Gehenna, as it is stated: “He extended his hands…profaned his covenant.” (Psalms 55:21). When Gehenna sees that the foreskin is connected to them, it opens its mouth and consumes them in fire; that is: “And opened its mouth without measure [ḥok].”"
31,12,Halakhah,Sefer HaChinukh 612:1,"To gather all of Israel on the festival of Sukkot: That we were commanded that the people of Israel gather in its entirety — men, women, and children — at the closing of the sabbatical year on the festival of Sukkot on the second day of the festival, and read a little from the book of Mishneh Torah in their ears, which is the book of Deuteronomy. And about this is it stated (Deuteronomy 31:12), “Gather all the nation — the men, the women, and the children, etc.” And this is the commandment of gathering (hak’hel) that is mentioned in the Gemara; like the matter that they said in the first [chapter] of Kiddushin 34a, “But behold, gathering which is a positive commandment that is caused by time, and women are obligated!” And they explained at the end of the topic, “We do not learn from general rules,” which means to say that truthfully women are obligated in this commandment."
31,12,Quoting Commentary,Rashbam on Deuteronomy 2:4:2,"וייראו מכם, the construction of this word follows the pattern we know from וישבו, veyeshvu, וידעו, veyedu, and ויאמרו, veyomru, as opposed to ויראו veyaru  Deut.31,12, and וידעו, veyadu (Jeremiah 16,21) which follow the pattern of ואמרו, veamru, and והלכו, vehalchu All of the examples cited are in the future tense.
"
31,12,Jewish Thought,"Guide for the Perplexed, Part 3 46:12","The reason of the particular laws concerning the Passover lamb is clear. It was eaten roasted by fire (Exod. 12:8-9) in one house, and without breaking the bones thereof (ibid. ver. 46). In the same way as the Israelites were commanded to eat unleavened bread, because they could prepare it hastily, so they were commanded, for the sake of haste, to roast the lamb, because there was not sufficient time to boil it, or to prepare other food; even the delay caused by breaking the bones and to extract their marrow was prohibited the one principle is laid down for all these rules, “Ye shall eat it in haste” (Exod. 12:11). But when haste is necessary the bones cannot be broken, nor parts of it sent from house to house; for the company could not wait with their meal till he returned. Such things would lead to laxity and delay, whilst the object of these rules was to make a show of the hurry and haste, in order that none should be too late to leave Egypt with the main body of the people, and be thus exposed to the attacks and the evil [designs of the enemy]. These temporary commandments were then made permanent, in order that we may remember what was done in those days. “And thou shalt keep this ordinance in his season from year to year” (Exod. 13:10). Each Passover lamb was only eaten by those who had previously agreed to consume it together, in order that people should be anxious to procure it, and should not rely on friends, relations, or on chance, without themselves taking any trouble about it before Passover. The reason of the prohibition that the uncircumcised should not eat of it (Exod. 12:48) is explained by our Sages as follows:—The Israelites neglected circumcision during their long stay in Egypt, in order to make themselves appear like the Egyptians. When God gave them the commandment of the Passover, and ordered that no one should kill the Passover lamb unless he, his sons, and all the male persons in his household were circumcised, that only “then he could come near and keep it” (ibid. 12:48), all performed this commandment, and the number of the circumcised being large the blood of the Passover and that of the circumcision flowed together. The Prophet Ezekiel (xvi. 6), referring to this event, says, “When I saw thee sprinkled with thine own blood I said unto thee, Live because of thy [two kinds of ] blood, “i.e., because of the blood of the Passover and that of the circumcision. Now there remained to provide for the slaughtering of the beasts of the field and birds, because those beasts were never sacrificed, and birds did never serve as peace-offerings (Lev. iii.). The commandment was therefore given that whenever a beast or a bird that may be eaten is killed, the blood thereof must be covered with earth (Lev. 17:13), in order that the people should not assemble round the blood for the purpose of eating there. The object was thus fully gained to break the connexion between these fools and their spirits."
31,12,Mishnah,Mishnah Megillah 1:3,"What is considered a large city, where the Megilla is read on the fourteenth of Adar? Any city in which there are ten idlers. However, if there are fewer than that, it is considered a village, even if it has many inhabitants. It was with regard to these times for reading the Megilla that the Sages said that one advances the reading of the Megilla before the fourteenth of Adar and one does not postpone the reading to after its proper time. However, with regard to the time when families of priests donate wood for the fire on the altar, which were times those families would treat as Festivals; as well as the fast of the Ninth of Av; the Festival peace-offering that was brought on the Festivals; and the commandment of assembly [hakhel] of the entire Jewish people in the Temple courtyard on Sukkot in the year following the Sabbatical year to hear the king read the book of Deuteronomy; one postpones their observance until after Shabbat and does not advance their observance to before Shabbat. The mishna continues: Even though the Sages said that one advances the time for reading the Megilla and one does not postpone the reading, one is permitted to eulogize and fast on these days, as they are not actually Purim; nevertheless, gifts for the poor are distributed on this day. Rabbi Yehuda said: When is the Megilla read on the day of assembly, before the fourteenth of Adar? In a place where the villagers generally enter town on Monday and Thursday. However, in a place where they do not generally enter town on Monday and Thursday, one may read the Megilla only in its designated time, the fourteenth of Adar."
31,12,Midrash,"Ein Yaakov (Glick Edition), Khagigah 1:3","Our Rabbis were taught: It happened that R. Jochanan b. Broka and R. Elazar b. Chasma went to visit R. Joshua in the city of Pekiin, and he asked them: ""What news has been taught to-day in the house of learning?"" They answered him: ""We are your disciples, and we came to drink your waters."" ""Nevertheless,"" said he, ""it is impossible that there should not be something new in the college; whose Sabbath was it for lecturing?"" ""The lecture of this Sabbath was R. Elazar b. Azariah's."" ""And on what verse did he lecture?"" ""On the portion of Assembly."" ""And what did R. Elazar preach?"" ""He lectured thus: It is written (Deut. 31, 12) Assemble the people together, the men and the women and the children. It is right, the men came to learn, the women came to listen; but for what purpose were the children brought? Only that those who brought them should be rewarded."" Whereupon he remarked: ""You have had a good pearl in your possession and you wanted to deprive me of it.""  "
31,12,Halakhah,"Sefer HaMitzvot, Positive Commandments 16:1","That is that He commanded us to assemble the people on the second day of Sukkot at the end of the sabbatical year, and to read some sections of Deuteronomy so they can hear it. And that is His saying, ""Assemble the people, the men, etc."" - and that is the commandment of assembly. And they said in Kiddushin (Kiddushin 33b-34a), ""Women are exempt from all positive, time-bound commandments."" And they asked, ""But behold, assembly is a positive, time-bound commandment, and women are obligated!"" However they explained at the end of the matter, ""We do not learn [all cases] from general statements (i.e. 'all positive time-bound commandments')."" And the regulations of this commandment and everything regarding who is to read, how he is to read and what things he is to read are already explained in the seventh chapter of Sotah. (See Parashat Nitzavim.)"
31,12,Halakhah,"Mishneh Torah, Festival Offering 2:1","Women and servants are exempt from the obligation to appear before God on festivals. All men are obligated to appear with the exception of a deaf person, a mute, one who is emotionally or intellectually incapable of controlling himself, a minor, a blind person, one who is limp, one who is impure, one who is uncircumcised, and similarly, one who is old, sick, very dainty and spoiled to the extent they cannot ascend by foot. All of these eleven persons are exempt. All other men are obligated to appear before God. To explain these categories in greater detail: A deaf person is exempt even if he can speak. Even if he is deaf in only one ear, he is exempt from appearing. Similarly, one who is blind in one eye or limp in one leg, is exempt. A mute even though he hears is exempt. A tumtum and an androgynus are exempt, because there is a doubt whether they are female. A person who is half-servant and half-free is exempt, because of the side of him that is a servant. What is the source that all the above are exempt from appearing before God? Exodus 23:17 states: ""All of your males shall appear""; this excludes women. And any positive commandment for which women are not obligated, servants are not obligated. Moreover, Deuteronomy 31:11 ""When all Israel come to appear""; this excludes servants. The phrase ""When all Israel come to appear"" implies that just as they come to appear before God, so too, they come to see the glory of His holiness and the house where His presence rests. Thus it excludes a blind person who cannot see; he is exempt even if only one eye is blinded, because his sight is not perfect. That passage continues: ""So that they will hear."" This excludes one whose hearing is not perfect. And it states: ""So that they will learn."" This excludes one who does not speak, because everyone who is obligated to learn is also obligated to teach. Exodus 34:24 states: ""When you ascend to appear before the presence of God."" The command is directed to one who can ascend by foot and thus excludes one who is limp, old, sick, or very dainty. And we have already explained in Hilchot Bi'at HaMikdash that a person who is impure is not fit to enter the Temple. And one is uncircumcised is loathsome like one who is impure."
31,12,Halakhah,"Mishneh Torah, Festival Offering 3:1","It is a positive commandment to gather together the entire Jewish people - men, women, and children - after every Sabbatical year when they ascend for the pilgrimage holiday and to read so that they hear passages from the Torah that encourage them to perfom mitzvot and strengthem them in the true faith, as Deuteronomy 31:10-12 states: ""At the end of a seven-year period, at the time of the Sabbatial year on the Sukkot holiday when all Israel come to appear... gather the nation, the men, the women, the children, and your stranger in your gates...."""
31,12,Kabbalah,"Ohr Ne'erav, Appendix The Introductory Material 4:11","How much more so will he who fears the Lord (Exod. 9:20) give more love, awe, fear, and humility, will he worry because of his sins, and will he be concerned lest he increase his sins with the iniquity of erring in the statements [concerning] the knowledge of the holy God (Josh. 24:19) lest his soul offer itself in restitution (Isa. 53:10). His only recourse (Esther 4:11) and the territory of his inheritance (Deut. 32:9) is to strip himself, and to cut and offer [himself] as a complete sin offering. He will be morally strong to bind with a bond forbidding (Num. 30:3) that which he has not heard from his teachers. He makes even all his paths (Prov. 5:21) and the utterances of his lips (Ps. 21:3). For if he falls (Deut. 22:8), who will raise him up? (Gen. 49:9). The Lord alone will lead him, and there is no strange god with him (Deut. 31:12) who has apportioned to test in them and afflicted [them] because of their iniquities (Ps. 107.17)."
31,12,Talmud,Kiddushin 34b:10,"But let the Merciful One write that women are obligated in eating matza, and it would not be necessary to state the same halakha with regard to assembly, and I would say on my own: If children are obligated in assembly, as is stated explicitly in the verse “Assemble the people, the men and the women and the children” (Deuteronomy 31:12), are women not all the more so obligated? Therefore, as it is explicitly stated that women are obligated in assembly, the verses concerning matza and assembly are two verses that come as one, and consequently do not teach a precedent."
31,12,Quoting Commentary,Ibn Ezra on Leviticus 25:9:1,"THEN SHALT THOU MAKE PROCLAMATION WITH THE BLAST OF THE HORN. There is a difference of opinion as to whether the world was created in Nisan or in Tishri. (See Rosh Ha-Shanah 10a, 11a.)  There is no need to dwell on this, for the transmitters of the law ordained that we are to say in the Rosh Ha-Shanah prayer which they established for us, “This day marks the beginning of Your works, it is a memorial of the first day.” (In other words, the accepted opinion among the sages is that the world was created on Rosh Ha-Shanah.)  We also read in Scripture that the shofar is to be sounded in the Jubilee year in the month of Tishri at the beginning of the year. (Verse 9.)  Furthermore, (This sentence and the following sentence are omitted in some editions of I.E. The Mikra’ot Gedolot places it in parentheses.)  the Torah, in the portion commanding the people to gather to hear the Torah read states that the Torah is to be read on the festival of Sukkot. (At the start of the Sabbatical year. This is the way I.E. interprets Deut 31:10. See Vol. 4, p. 225. See Deut. 31:10-13.)  Scripture writes, that they may hear, and that they may learn (Deut. 31:12). (According to I.E. that they may hear, and that they may learn means that they may hear, and that they may learn the entire year. See I.E. on Deut. 31:12 (Vol. 5, p. 225).)  It is not possible for this (The reading and the study of the Torah.)  to take place after half a year has passed. (If Nisan is the beginning of the year then the public reading of the Torah which initiates a mass study of the Torah takes place six months after the start of the New Year. According to I.E. this makes no sense, for the study of the Torah in the Sabbatical year is similar to the study of the Torah on the Sabbath (I.E. on Deut. 31:12). Now the study of the Torah on the Sabbath starts with the onset of the Sabbath. It does not start at midday. Similarly, the study of the Torah in the Sabbatical year. Furthermore, why waste half of a year that could be devoted to Torah study.)  Furthermore, (This and the following sentence are omitted in the Margali’ot Tuva edition of I.E. The Mikra’ot Gedolot places it in brackets.)  Scripture states, and the feast of ingathering, at the end of the year (Ex. 23:16). Similarly, and the feast of the ingathering at the turn of the year (Ex. 34:22). (We thus see that the Festival of Sukkot comes at the turn of the year, not six months earlier. According to I.E. and other commentaries, the year in these two verses is agricultural, so “turn of the year” and “end of the year” have a similar meaning. See Vol. 3, pp. 503,723.)  The faithful proof is the Sabbatical year, regarding which it is written, ye shall not sow (v. 11). They start sowing in the month of Marcheshvan in the Land of Israel. If the beginning of the year started in Nisan, then they would not harvest that which they sowed in the sixth year (In the fall preceding the Sabbatical year, for harvesting is prohibited in the Sabbatical year.)  and they would not sow, (In the seventh year.)  for it is the Sabbatical year. Since they will not harvest (In the seventh year.)  what they planted in the sixth year, they will not sow twice. (In the sixth and in the seventh year. There is no point to sowing in the sixth year if what is planted cannot be harvested. Hence they will not sow in the sixth year. They will thus not sow in the sixth and seventh years.)  However, Scripture states that they should not sow in the seventh year alone. (In other words, Scripture speaks only of not sowing in the seventh year.)  Judah Ha-Parsi (An early Karaite. See I.E. on Ex. 12:2 and the notes thereto (Vol. 2, p. 203).)  said that Israel employed a solar calendar. (I.E. earlier dealt with the start of the year He now goes on to explain how the year is calculated.)  Now if this were so [then we do not know the exact time that a year begins] for, note, Moses did not explain the length of a complete year and so far the astronomers are unable to bring the length of a solar year to light. For example, the wise men of India add a fifth of an hour to the quarter of the day. (A solar year consists of about 365 and 1/4 days. The wise men of India add a fifth of an hour to the aforementioned. They claim that a solar year consists of 365 and 1/4 days plus a fifth of an hour.)  Ptolemy and his friends say that 1/300 of the day is missing. (According to Ptolemy a solar year consists of 365 and 1/4 days minus 1/300 of the day.)  This is close to that of the intercalated calendar. Those who came after him said one part of 106. (Parts are to be subtracted from the quarter of the day.)  Others said 110. (Parts are to be subtracted from the quarter of the day.)  Still others said 130. (Parts of the day are to be subtracted from the quarter of the day.)  There are those who say 180. (Parts of the day are to be subtracted from the quarter of the day.)  For there are those who calculate the year when the sun concludes a cycle around the constellations from a visible point. (In other words, when the sun concludes a cycle around the constellations from any given point. This is the opinion of those who believe that the year consists of 365 days plus 1/4 of a day and a fifth of an hour (Krinsky).)  Others calculate it from a point on the sphere which inclines to the right and the left. (Others calculate it from a point on the inclined sphere. That is the sphere of the constellations. This is the opinion of those who believe that a year consists of 365 days plus a little less than 1/4 of the day (Krinsky).)  We need tradition. (To determine what Scripture means by a year.)  Furthermore, the meaning of the word chodesh (month) contradicts the Persian. (The word chodesh literally means new moon. I.E. will soon show that a solar calendar has no true months, for the new moons play no role in establishing a solar year.)  The Sadducees (The Karaites.)  say that the Jewish religion is based on a lunar year. Note, there is no year at all to the moon. (If we follow a lunar calendar then strictly speaking there is no year, for a year is determined by the cycle of the sun.)  However, as the sun has no months, the calculators (Of the calendar.)  sought (For practical reasons.)  a number of months close to that of a solar year. (Those who employed a solar calendar wanted to divide the year into months.)  They found them to be 12. (Twelve cycles of the moon come close to one cycle of the sun.)  The calculators (Of the calendar.)  sought a number of days for the month (Of a solar year.)  that would be close to the number of days into which a lunar month is divided. Our months are therefore lunar months and our years return (Begin once again.)  at the end of a solar year. (The Jewish calendar is both solar and lunar.)  Our sages therefore transmitted to us a law given to Moses from Sinai that the Bet Din always made seven leap years in every cycle (Of 19 solar years. The following is the order of leap years: 3, 6, 8, 11, 14, 17, and 19. The numbers indicate the location of the leap year in the cycle. At the end of 19 years the solar and “lunar” years equalize.)  even though they used to establish every month by sighting the moon. (In other words, even though they employed a lunar calendar with regard to the months, they harmonized the lunar with the solar calendar.)  The secret of the cycle (The 19-year cycle.)  is known from the science of the stars. (It was first discovered in the fifth century by the Greek astronomer Meton.)  "
31,12,Jewish Thought,"Duties of the Heart, Third Treatise on Service of God 3:18","It sometimes also happens that an individual falls short in some duties and exceeds in others. The intellectual stimulus varies in different individuals in accordance with their capacity of recognition. But the urge of the Torah is not subject to variation. Its form is the same for the child, the youth, one advanced in years and the old man, the wise and the foolish, even though the resulting practice varies in different classes of individuals. And so Scripture says in regard to the all encompassing character of the instruction of the Torah for all the people, ""Gather the people together, men and women, and children, and the stranger that is within your gate, (that they may hear and that they may learn and fear the L-ord your G-d . . .)"" (Devarim 31:12). Further, it is said, "". . . you shall read this law before all Israel in their hearing."" (Devarim 31:11). "
